metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
KS,1000,5000,-,0.5034965034965035,0.8140897154808044,
SKS,1000,5000,500.0,0.5054945054945055,0.8145503103733063,
SWD,1000,5000,500.0,0.4885114885114885,26.129576683044434,
