metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
KS,1000,1000,-,0.007992007992007992,1.1028768420219421,
SKS,1000,1000,1000.0,0.4825174825174825,0.8172718286514282,
SWD,1000,1000,1000.0,0.4725274725274725,1.01347017288208,
