metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
KS,1000,5000,-,0.000999000999000999,1.9634986519813538,
SKS,1000,5000,1000.0,0.41858141858141856,0.8422001600265503,
SWD,1000,5000,1000.0,0.46353646353646355,1.04349285364151,
