metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
KS,1000,10000,-,0.5114885114885115,0.921595838146467,
SKS,1000,10000,100.0,0.5114885114885115,0.8719687272201913,
SWD,1000,10000,100.0,0.46353646353646355,1.8400321947073492,
