metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
KS,1000,5000,-,0.5064935064935064,0.89,
SKS,1000,5000,100.0,0.5294705294705294,0.8461,
SWD,1000,5000,100.0,0.5184815184815185,1.7840492014145477,
