metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
FGD,1000,1000,-,0.000999000999000999,69027958.54131848,
MMD,1000,1000,-,0.3676323676323676,0.00015026280856089702,
KS,1000,1000,-,0.5584415584415584,0.8188977837599231,
SKS,1000,1000,100.0,0.5034965034965035,0.8162766151862981,
SWD,1000,1000,100.0,0.000999000999000999,2702.2255230358646,
