metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
KS,1000,10000,-,0.5254745254745254,0.8838834764831843,
SKS,1000,10000,100.0,0.4755244755244755,0.8425884404618902,
SWD,1000,10000,100.0,0.4955044955044955,3.4218801671286165,
