metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
KS,1000,1000,-,0.4935064935064935,0.8422522715249209,
SKS,1000,1000,100.0,0.48951048951048953,0.8141523506076733,
SWD,1000,1000,100.0,0.5144855144855145,3.3483600957512065,
