metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
KS,1000,5000,-,0.4695304695304695,0.8717777777777777,
SKS,1000,5000,100.0,0.5314685314685315,0.8182,
SWD,1000,5000,100.0,0.5434565434565435,698.2872483173213,
