metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
KS,1000,5000,-,0.4075924075924076,0.8833333333333334,
SKS,1000,5000,100.0,0.5084915084915085,0.8477999999999999,
SWD,1000,5000,100.0,0.45454545454545453,1.772813983914368,
