metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
FGD,1000,1000,-,0.47652347652347654,2.114150540785941,
MMD,1000,1000,-,0.4975024975024975,0.00011027020328135961,
KS,1000,1000,-,0.5054945054945055,0.8497058314499201,
SKS,1000,1000,100.0,0.4935064935064935,0.8163884185851733,
SWD,1000,1000,100.0,0.4405594405594406,3.4089948591710426,
