metric,niter,batch_size,nslices,p_value_num,t_obs,time_sec
KS,1000,10000,-,0.32967032967032966,0.9117749106299873,
SKS,1000,10000,100.0,0.4955044955044955,0.8336435396798804,
SWD,1000,10000,100.0,0.41858141858141856,739.3363755097271,
